World_bank_income_group,Region,Country,ISO3,Income_Quantiles,Indicator,DQQ_question,Unit,Year,Start_Date,End_Date,Mean_prevalence,Lower_95_CI,Upper_95_CI
High,Middle East and North Africa,Israel,ISR,Fourth 20%,Dietary diversity score,NA,Score,2021,15_08_2021,26_11_2021,6.61,6.32,6.89
High,Middle East and North Africa,Israel,ISR,Richest 20%,Dietary diversity score,NA,Score,2021,15_08_2021,26_11_2021,6.75,6.53,6.98
High,Middle East and North Africa,Israel,ISR,All,NCD-Protect,NA,Score,2021,15_08_2021,26_11_2021,4.03,3.82,4.24
High,Middle East and North Africa,Israel,ISR,Poorest 20%,NCD-Protect,NA,Score,2021,15_08_2021,26_11_2021,3.8,3.37,4.24
High,Middle East and North Africa,Israel,ISR,Second 20%,NCD-Protect,NA,Score,2021,15_08_2021,26_11_2021,4.14,3.76,4.53
High,Middle East and North Africa,Israel,ISR,Middle 20%,NCD-Protect,NA,Score,2021,15_08_2021,26_11_2021,3.97,3.68,4.27
High,Middle East and North Africa,Israel,ISR,Fourth 20%,NCD-Protect,NA,Score,2021,15_08_2021,26_11_2021,4.08,3.77,4.38
High,Middle East and North Africa,Israel,ISR,Richest 20%,NCD-Protect,NA,Score,2021,15_08_2021,26_11_2021,4.16,3.93,4.39
High,Middle East and North Africa,Israel,ISR,All,NCD-Risk,NA,Score,2021,15_08_2021,26_11_2021,3.04,2.78,3.3
High,Middle East and North Africa,Israel,ISR,Poorest 20%,NCD-Risk,NA,Score,2021,15_08_2021,26_11_2021,3.46,3.02,3.9
High,Middle East and North Africa,Israel,ISR,Second 20%,NCD-Risk,NA,Score,2021,15_08_2021,26_11_2021,3.47,2.94,4
High,Middle East and North Africa,Israel,ISR,Middle 20%,NCD-Risk,NA,Score,2021,15_08_2021,26_11_2021,3.06,2.68,3.45
High,Middle East and North Africa,Israel,ISR,Fourth 20%,NCD-Risk,NA,Score,2021,15_08_2021,26_11_2021,2.65,2.34,2.95
High,Middle East and North Africa,Israel,ISR,Richest 20%,NCD-Risk,NA,Score,2021,15_08_2021,26_11_2021,2.57,2.23,2.91
High,Middle East and North Africa,Israel,ISR,All,GDR score,NA,Score,2021,15_08_2021,26_11_2021,9.99,9.82,10.16
High,Middle East and North Africa,Israel,ISR,Poorest 20%,GDR score,NA,Score,2021,15_08_2021,26_11_2021,9.35,9.03,9.66
High,Middle East and North Africa,Israel,ISR,Second 20%,GDR score,NA,Score,2021,15_08_2021,26_11_2021,9.67,9.27,10.07
High,Middle East and North Africa,Israel,ISR,Middle 20%,GDR score,NA,Score,2021,15_08_2021,26_11_2021,9.91,9.54,10.28
High,Middle East and North Africa,Israel,ISR,Fourth 20%,GDR score,NA,Score,2021,15_08_2021,26_11_2021,10.43,10.05,10.81
High,Middle East and North Africa,Israel,ISR,Richest 20%,GDR score,NA,Score,2021,15_08_2021,26_11_2021,10.59,10.22,10.96
Lower middle,Asia Pacific,Vietnam,VNM,All,Dietary diversity score,NA,Score,2021,13_11_2021,12_12_2021,6.62,6.42,6.82
Lower middle,Asia Pacific,Vietnam,VNM,Poorest 20%,Dietary diversity score,NA,Score,2021,13_11_2021,12_12_2021,6.27,5.84,6.7
Lower middle,Asia Pacific,Vietnam,VNM,Second 20%,Dietary diversity score,NA,Score,2021,13_11_2021,12_12_2021,6.37,5.87,6.86
Lower middle,Asia Pacific,Vietnam,VNM,Middle 20%,Dietary diversity score,NA,Score,2021,13_11_2021,12_12_2021,6.7,6.24,7.16
Lower middle,Asia Pacific,Vietnam,VNM,Fourth 20%,Dietary diversity score,NA,Score,2021,13_11_2021,12_12_2021,6.81,6.3,7.32
Lower middle,Asia Pacific,Vietnam,VNM,Richest 20%,Dietary diversity score,NA,Score,2021,13_11_2021,12_12_2021,6.96,6.61,7.3
Lower middle,Asia Pacific,Vietnam,VNM,All,NCD-Protect,NA,Score,2021,13_11_2021,12_12_2021,4.41,4.2,4.62
Lower middle,Asia Pacific,Vietnam,VNM,Poorest 20%,NCD-Protect,NA,Score,2021,13_11_2021,12_12_2021,4.13,3.74,4.52
Lower middle,Asia Pacific,Vietnam,VNM,Second 20%,NCD-Protect,NA,Score,2021,13_11_2021,12_12_2021,4.07,3.52,4.61
Lower middle,Asia Pacific,Vietnam,VNM,Middle 20%,NCD-Protect,NA,Score,2021,13_11_2021,12_12_2021,4.46,3.99,4.94
Lower middle,Asia Pacific,Vietnam,VNM,Fourth 20%,NCD-Protect,NA,Score,2021,13_11_2021,12_12_2021,4.63,4.12,5.14
Lower middle,Asia Pacific,Vietnam,VNM,Richest 20%,NCD-Protect,NA,Score,2021,13_11_2021,12_12_2021,4.77,4.4,5.13
Lower middle,Asia Pacific,Vietnam,VNM,All,NCD-Risk,NA,Score,2021,13_11_2021,12_12_2021,2.63,2.46,2.8
Lower middle,Asia Pacific,Vietnam,VNM,Poorest 20%,NCD-Risk,NA,Score,2021,13_11_2021,12_12_2021,2.45,2.07,2.82
Lower middle,Asia Pacific,Vietnam,VNM,Second 20%,NCD-Risk,NA,Score,2021,13_11_2021,12_12_2021,2.5,2.1,2.9
Lower middle,Asia Pacific,Vietnam,VNM,Middle 20%,NCD-Risk,NA,Score,2021,13_11_2021,12_12_2021,2.45,2.05,2.85
Lower middle,Asia Pacific,Vietnam,VNM,Fourth 20%,NCD-Risk,NA,Score,2021,13_11_2021,12_12_2021,2.75,2.42,3.09
Lower middle,Asia Pacific,Vietnam,VNM,Richest 20%,NCD-Risk,NA,Score,2021,13_11_2021,12_12_2021,2.99,2.59,3.39
Lower middle,Asia Pacific,Vietnam,VNM,All,GDR score,NA,Score,2021,13_11_2021,12_12_2021,10.78,10.55,11.01
Lower middle,Asia Pacific,Vietnam,VNM,Poorest 20%,GDR score,NA,Score,2021,13_11_2021,12_12_2021,10.68,10.27,11.1
Lower middle,Asia Pacific,Vietnam,VNM,Second 20%,GDR score,NA,Score,2021,13_11_2021,12_12_2021,10.56,9.92,11.21
Lower middle,Asia Pacific,Vietnam,VNM,Middle 20%,GDR score,NA,Score,2021,13_11_2021,12_12_2021,11.01,10.45,11.57
Lower middle,Asia Pacific,Vietnam,VNM,Fourth 20%,GDR score,NA,Score,2021,13_11_2021,12_12_2021,10.88,10.39,11.36
Lower middle,Asia Pacific,Vietnam,VNM,Richest 20%,GDR score,NA,Score,2021,13_11_2021,12_12_2021,10.78,10.34,11.21
Lower middle,Asia Pacific,Cambodia,KHM,All,Dietary diversity score,NA,Score,2021,28_08_2021,05_10_2021,5.2,5.03,5.36
Lower middle,Asia Pacific,Cambodia,KHM,Poorest 20%,Dietary diversity score,NA,Score,2021,28_08_2021,05_10_2021,4.91,4.65,5.16
Lower middle,Asia Pacific,Cambodia,KHM,Second 20%,Dietary diversity score,NA,Score,2021,28_08_2021,05_10_2021,5.11,4.76,5.47
Lower middle,Asia Pacific,Cambodia,KHM,Middle 20%,Dietary diversity score,NA,Score,2021,28_08_2021,05_10_2021,5.31,4.94,5.68
Lower middle,Asia Pacific,Cambodia,KHM,Fourth 20%,Dietary diversity score,NA,Score,2021,28_08_2021,05_10_2021,5.17,4.85,5.49
Lower middle,Asia Pacific,Cambodia,KHM,Richest 20%,Dietary diversity score,NA,Score,2021,28_08_2021,05_10_2021,5.48,5.14,5.82
Lower middle,Asia Pacific,Cambodia,KHM,All,NCD-Protect,NA,Score,2021,28_08_2021,05_10_2021,2.86,2.7,3.01
Lower middle,Asia Pacific,Cambodia,KHM,Poorest 20%,NCD-Protect,NA,Score,2021,28_08_2021,05_10_2021,2.53,2.28,2.77
Lower middle,Asia Pacific,Cambodia,KHM,Second 20%,NCD-Protect,NA,Score,2021,28_08_2021,05_10_2021,2.8,2.49,3.12
Lower middle,Asia Pacific,Cambodia,KHM,Middle 20%,NCD-Protect,NA,Score,2021,28_08_2021,05_10_2021,3.01,2.67,3.36
Lower middle,Asia Pacific,Cambodia,KHM,Fourth 20%,NCD-Protect,NA,Score,2021,28_08_2021,05_10_2021,2.77,2.45,3.08
Lower middle,Asia Pacific,Cambodia,KHM,Richest 20%,NCD-Protect,NA,Score,2021,28_08_2021,05_10_2021,3.17,2.83,3.52
Lower middle,Asia Pacific,Cambodia,KHM,All,NCD-Risk,NA,Score,2021,28_08_2021,05_10_2021,1.82,1.68,1.95
Lower middle,Asia Pacific,Cambodia,KHM,Poorest 20%,NCD-Risk,NA,Score,2021,28_08_2021,05_10_2021,1.5,1.21,1.8
Lower middle,Asia Pacific,Cambodia,KHM,Second 20%,NCD-Risk,NA,Score,2021,28_08_2021,05_10_2021,1.84,1.56,2.12
Lower middle,Asia Pacific,Cambodia,KHM,Middle 20%,NCD-Risk,NA,Score,2021,28_08_2021,05_10_2021,1.92,1.64,2.21
Lower middle,Asia Pacific,Cambodia,KHM,Fourth 20%,NCD-Risk,NA,Score,2021,28_08_2021,05_10_2021,1.84,1.6,2.08
Lower middle,Asia Pacific,Cambodia,KHM,Richest 20%,NCD-Risk,NA,Score,2021,28_08_2021,05_10_2021,1.97,1.58,2.36
Lower middle,Asia Pacific,Cambodia,KHM,All,GDR score,NA,Score,2021,28_08_2021,05_10_2021,10.04,9.88,10.21
Lower middle,Asia Pacific,Cambodia,KHM,Poorest 20%,GDR score,NA,Score,2021,28_08_2021,05_10_2021,10.02,9.7,10.35
Lower middle,Asia Pacific,Cambodia,KHM,Second 20%,GDR score,NA,Score,2021,28_08_2021,05_10_2021,9.96,9.63,10.3
Lower middle,Asia Pacific,Cambodia,KHM,Middle 20%,GDR score,NA,Score,2021,28_08_2021,05_10_2021,10.09,9.78,10.4
Lower middle,Asia Pacific,Cambodia,KHM,Fourth 20%,GDR score,NA,Score,2021,28_08_2021,05_10_2021,9.93,9.56,10.29
Lower middle,Asia Pacific,Cambodia,KHM,Richest 20%,GDR score,NA,Score,2021,28_08_2021,05_10_2021,10.2,9.79,10.62
Lower middle,Asia Pacific,Laos,LAO,All,Dietary diversity score,NA,Score,2021,30_08_2021,14_12_2021,5.56,5.35,5.77
Lower middle,Asia Pacific,Laos,LAO,Poorest 20%,Dietary diversity score,NA,Score,2021,30_08_2021,14_12_2021,4.67,4.18,5.15
Lower middle,Asia Pacific,Laos,LAO,Second 20%,Dietary diversity score,NA,Score,2021,30_08_2021,14_12_2021,5.2,4.87,5.52
Lower middle,Asia Pacific,Laos,LAO,Middle 20%,Dietary diversity score,NA,Score,2021,30_08_2021,14_12_2021,5.76,5.41,6.11
Lower middle,Asia Pacific,Laos,LAO,Fourth 20%,Dietary diversity score,NA,Score,2021,30_08_2021,14_12_2021,5.99,5.72,6.27
Lower middle,Asia Pacific,Laos,LAO,Richest 20%,Dietary diversity score,NA,Score,2021,30_08_2021,14_12_2021,6.17,5.89,6.45
Lower middle,Asia Pacific,Laos,LAO,All,NCD-Protect,NA,Score,2021,30_08_2021,14_12_2021,3.59,3.4,3.78
Lower middle,Asia Pacific,Laos,LAO,Poorest 20%,NCD-Protect,NA,Score,2021,30_08_2021,14_12_2021,2.83,2.47,3.2
Lower middle,Asia Pacific,Laos,LAO,Second 20%,NCD-Protect,NA,Score,2021,30_08_2021,14_12_2021,3.23,2.94,3.51
Lower middle,Asia Pacific,Laos,LAO,Middle 20%,NCD-Protect,NA,Score,2021,30_08_2021,14_12_2021,3.8,3.43,4.17
Lower middle,Asia Pacific,Laos,LAO,Fourth 20%,NCD-Protect,NA,Score,2021,30_08_2021,14_12_2021,4.04,3.69,4.38
Lower middle,Asia Pacific,Laos,LAO,Richest 20%,NCD-Protect,NA,Score,2021,30_08_2021,14_12_2021,4.05,3.75,4.35
Lower middle,Asia Pacific,Laos,LAO,All,NCD-Risk,NA,Score,2021,30_08_2021,14_12_2021,2.75,2.53,2.97
Lower middle,Asia Pacific,Laos,LAO,Poorest 20%,NCD-Risk,NA,Score,2021,30_08_2021,14_12_2021,2.07,1.52,2.62
Lower middle,Asia Pacific,Laos,LAO,Second 20%,NCD-Risk,NA,Score,2021,30_08_2021,14_12_2021,2.41,2.01,2.81
Lower middle,Asia Pacific,Laos,LAO,Middle 20%,NCD-Risk,NA,Score,2021,30_08_2021,14_12_2021,2.67,2.3,3.03
Lower middle,Asia Pacific,Laos,LAO,Fourth 20%,NCD-Risk,NA,Score,2021,30_08_2021,14_12_2021,3.1,2.74,3.47
Lower middle,Asia Pacific,Laos,LAO,Richest 20%,NCD-Risk,NA,Score,2021,30_08_2021,14_12_2021,3.49,3.1,3.87
Lower middle,Asia Pacific,Laos,LAO,All,GDR score,NA,Score,2021,30_08_2021,14_12_2021,9.84,9.64,10.05
Lower middle,Asia Pacific,Laos,LAO,Poorest 20%,GDR score,NA,Score,2021,30_08_2021,14_12_2021,9.76,9.41,10.12
Lower middle,Asia Pacific,Laos,LAO,Second 20%,GDR score,NA,Score,2021,30_08_2021,14_12_2021,9.82,9.45,10.2
Lower middle,Asia Pacific,Laos,LAO,Middle 20%,GDR score,NA,Score,2021,30_08_2021,14_12_2021,10.13,9.8,10.46
Lower middle,Asia Pacific,Laos,LAO,Fourth 20%,GDR score,NA,Score,2021,30_08_2021,14_12_2021,9.94,9.55,10.32
Lower middle,Asia Pacific,Laos,LAO,Richest 20%,GDR score,NA,Score,2021,30_08_2021,14_12_2021,9.57,9.15,9.98
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,All,Dietary diversity score,NA,Score,2021,03_09_2021,19_10_2021,6.18,6.02,6.35
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,Poorest 20%,Dietary diversity score,NA,Score,2021,03_09_2021,19_10_2021,6.14,5.76,6.52
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,Second 20%,Dietary diversity score,NA,Score,2021,03_09_2021,19_10_2021,6.18,5.91,6.45
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,Middle 20%,Dietary diversity score,NA,Score,2021,03_09_2021,19_10_2021,6.11,5.83,6.39
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,Fourth 20%,Dietary diversity score,NA,Score,2021,03_09_2021,19_10_2021,6.31,5.97,6.66
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,Richest 20%,Dietary diversity score,NA,Score,2021,03_09_2021,19_10_2021,6.17,5.95,6.4
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,All,NCD-Protect,NA,Score,2021,03_09_2021,19_10_2021,3.51,3.36,3.67
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,Poorest 20%,NCD-Protect,NA,Score,2021,03_09_2021,19_10_2021,3.42,3.09,3.74
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,Second 20%,NCD-Protect,NA,Score,2021,03_09_2021,19_10_2021,3.32,3.05,3.6
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,Middle 20%,NCD-Protect,NA,Score,2021,03_09_2021,19_10_2021,3.46,3.13,3.8
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,Fourth 20%,NCD-Protect,NA,Score,2021,03_09_2021,19_10_2021,3.81,3.49,4.13
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,Richest 20%,NCD-Protect,NA,Score,2021,03_09_2021,19_10_2021,3.56,3.31,3.82
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,All,NCD-Risk,NA,Score,2021,03_09_2021,19_10_2021,3.9,3.69,4.11
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,Poorest 20%,NCD-Risk,NA,Score,2021,03_09_2021,19_10_2021,3.68,3.19,4.17
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,Second 20%,NCD-Risk,NA,Score,2021,03_09_2021,19_10_2021,4.01,3.65,4.37
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,Middle 20%,NCD-Risk,NA,Score,2021,03_09_2021,19_10_2021,3.76,3.33,4.18
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,Fourth 20%,NCD-Risk,NA,Score,2021,03_09_2021,19_10_2021,4.24,3.83,4.66
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,Richest 20%,NCD-Risk,NA,Score,2021,03_09_2021,19_10_2021,3.8,3.52,4.08
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,All,GDR score,NA,Score,2021,03_09_2021,19_10_2021,8.61,8.42,8.81
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,Poorest 20%,GDR score,NA,Score,2021,03_09_2021,19_10_2021,8.75,8.27,9.23
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,Second 20%,GDR score,NA,Score,2021,03_09_2021,19_10_2021,8.32,7.95,8.68
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,Middle 20%,GDR score,NA,Score,2021,03_09_2021,19_10_2021,8.7,8.24,9.17
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,Fourth 20%,GDR score,NA,Score,2021,03_09_2021,19_10_2021,8.54,8.13,8.96
Upper middle,Europe and Central Asia,Kazakhstan,KAZ,Richest 20%,GDR score,NA,Score,2021,03_09_2021,19_10_2021,8.76,8.43,9.09
Lower middle,Americas,Bolivia,BOL,All,Dietary diversity score,NA,Score,2021,11_08_2021,06_09_2021,6.65,6.47,6.82
Lower middle,Americas,Bolivia,BOL,Poorest 20%,Dietary diversity score,NA,Score,2021,11_08_2021,06_09_2021,6.36,5.85,6.88
Lower middle,Americas,Bolivia,BOL,Second 20%,Dietary diversity score,NA,Score,2021,11_08_2021,06_09_2021,6.56,6.19,6.94
Lower middle,Americas,Bolivia,BOL,Middle 20%,Dietary diversity score,NA,Score,2021,11_08_2021,06_09_2021,6.64,6.22,7.06
Lower middle,Americas,Bolivia,BOL,Fourth 20%,Dietary diversity score,NA,Score,2021,11_08_2021,06_09_2021,6.7,6.39,7.02
Lower middle,Americas,Bolivia,BOL,Richest 20%,Dietary diversity score,NA,Score,2021,11_08_2021,06_09_2021,6.94,6.69,7.2
Lower middle,Americas,Bolivia,BOL,All,NCD-Protect,NA,Score,2021,11_08_2021,06_09_2021,4.69,4.5,4.87
Lower middle,Americas,Bolivia,BOL,Poorest 20%,NCD-Protect,NA,Score,2021,11_08_2021,06_09_2021,4.5,3.98,5.03
Lower middle,Americas,Bolivia,BOL,Second 20%,NCD-Protect,NA,Score,2021,11_08_2021,06_09_2021,4.65,4.21,5.08
Lower middle,Americas,Bolivia,BOL,Middle 20%,NCD-Protect,NA,Score,2021,11_08_2021,06_09_2021,4.74,4.31,5.16
Lower middle,Americas,Bolivia,BOL,Fourth 20%,NCD-Protect,NA,Score,2021,11_08_2021,06_09_2021,4.58,4.22,4.95
Lower middle,Americas,Bolivia,BOL,Richest 20%,NCD-Protect,NA,Score,2021,11_08_2021,06_09_2021,4.96,4.68,5.24
Lower middle,Americas,Bolivia,BOL,All,NCD-Risk,NA,Score,2021,11_08_2021,06_09_2021,2.68,2.49,2.87
Lower middle,Americas,Bolivia,BOL,Poorest 20%,NCD-Risk,NA,Score,2021,11_08_2021,06_09_2021,1.82,1.38,2.26
Lower middle,Americas,Bolivia,BOL,Second 20%,NCD-Risk,NA,Score,2021,11_08_2021,06_09_2021,2.79,2.38,3.2
Lower middle,Americas,Bolivia,BOL,Middle 20%,NCD-Risk,NA,Score,2021,11_08_2021,06_09_2021,2.79,2.25,3.32
Lower middle,Americas,Bolivia,BOL,Fourth 20%,NCD-Risk,NA,Score,2021,11_08_2021,06_09_2021,2.76,2.46,3.07
Lower middle,Americas,Bolivia,BOL,Richest 20%,NCD-Risk,NA,Score,2021,11_08_2021,06_09_2021,3.24,2.92,3.55
Lower middle,Americas,Bolivia,BOL,All,GDR score,NA,Score,2021,11_08_2021,06_09_2021,11.02,10.8,11.24
Lower middle,Americas,Bolivia,BOL,Poorest 20%,GDR score,NA,Score,2021,11_08_2021,06_09_2021,11.78,11.22,12.34
Lower middle,Americas,Bolivia,BOL,Second 20%,GDR score,NA,Score,2021,11_08_2021,06_09_2021,10.86,10.34,11.37
Lower middle,Americas,Bolivia,BOL,Middle 20%,GDR score,NA,Score,2021,11_08_2021,06_09_2021,10.95,10.41,11.49
Lower middle,Americas,Bolivia,BOL,Fourth 20%,GDR score,NA,Score,2021,11_08_2021,06_09_2021,10.82,10.46,11.18
Lower middle,Americas,Bolivia,BOL,Richest 20%,GDR score,NA,Score,2021,11_08_2021,06_09_2021,10.73,10.33,11.14
High,Americas,Chile,CHL,All,Dietary diversity score,NA,Score,2021,20_08_2021,22_12_2021,6.53,6.31,6.75
High,Americas,Chile,CHL,Poorest 20%,Dietary diversity score,NA,Score,2021,20_08_2021,22_12_2021,6.31,5.94,6.67
High,Americas,Chile,CHL,Second 20%,Dietary diversity score,NA,Score,2021,20_08_2021,22_12_2021,6.57,6.23,6.91
High,Americas,Chile,CHL,Middle 20%,Dietary diversity score,NA,Score,2021,20_08_2021,22_12_2021,6.54,6.19,6.9
High,Americas,Chile,CHL,Fourth 20%,Dietary diversity score,NA,Score,2021,20_08_2021,22_12_2021,6.7,6.27,7.12
High,Americas,Chile,CHL,Richest 20%,Dietary diversity score,NA,Score,2021,20_08_2021,22_12_2021,6.54,6.21,6.87
High,Americas,Chile,CHL,All,NCD-Protect,NA,Score,2021,20_08_2021,22_12_2021,4.12,3.9,4.33
High,Americas,Chile,CHL,Poorest 20%,NCD-Protect,NA,Score,2021,20_08_2021,22_12_2021,3.87,3.53,4.2
High,Americas,Chile,CHL,Second 20%,NCD-Protect,NA,Score,2021,20_08_2021,22_12_2021,4.22,3.86,4.58
High,Americas,Chile,CHL,Middle 20%,NCD-Protect,NA,Score,2021,20_08_2021,22_12_2021,4.11,3.72,4.49
High,Americas,Chile,CHL,Fourth 20%,NCD-Protect,NA,Score,2021,20_08_2021,22_12_2021,4.28,3.94,4.63
High,Americas,Chile,CHL,Richest 20%,NCD-Protect,NA,Score,2021,20_08_2021,22_12_2021,4.09,3.71,4.48
High,Americas,Chile,CHL,All,NCD-Risk,NA,Score,2021,20_08_2021,22_12_2021,3.26,2.92,3.59
High,Americas,Chile,CHL,Poorest 20%,NCD-Risk,NA,Score,2021,20_08_2021,22_12_2021,3.09,2.63,3.55
High,Americas,Chile,CHL,Second 20%,NCD-Risk,NA,Score,2021,20_08_2021,22_12_2021,3.33,2.8,3.86
High,Americas,Chile,CHL,Middle 20%,NCD-Risk,NA,Score,2021,20_08_2021,22_12_2021,3.45,2.93,3.96
High,Americas,Chile,CHL,Fourth 20%,NCD-Risk,NA,Score,2021,20_08_2021,22_12_2021,3.18,2.65,3.71
High,Americas,Chile,CHL,Richest 20%,NCD-Risk,NA,Score,2021,20_08_2021,22_12_2021,3.24,2.79,3.69
High,Americas,Chile,CHL,All,GDR score,NA,Score,2021,20_08_2021,22_12_2021,9.86,9.61,10.11
High,Americas,Chile,CHL,Poorest 20%,GDR score,NA,Score,2021,20_08_2021,22_12_2021,9.78,9.31,10.25
High,Americas,Chile,CHL,Second 20%,GDR score,NA,Score,2021,20_08_2021,22_12_2021,9.89,9.42,10.36
High,Americas,Chile,CHL,Middle 20%,GDR score,NA,Score,2021,20_08_2021,22_12_2021,9.66,9.17,10.16
High,Americas,Chile,CHL,Fourth 20%,GDR score,NA,Score,2021,20_08_2021,22_12_2021,10.1,9.63,10.58
High,Americas,Chile,CHL,Richest 20%,GDR score,NA,Score,2021,20_08_2021,22_12_2021,9.86,9.42,10.3
Upper middle,Americas,Ecuador,ECU,All,Dietary diversity score,NA,Score,2021,24_08_2021,07_10_2021,6.38,6.21,6.54
Upper middle,Americas,Ecuador,ECU,Poorest 20%,Dietary diversity score,NA,Score,2021,24_08_2021,07_10_2021,6.08,5.61,6.54
Upper middle,Americas,Ecuador,ECU,Second 20%,Dietary diversity score,NA,Score,2021,24_08_2021,07_10_2021,6.01,5.58,6.44
Upper middle,Americas,Ecuador,ECU,Middle 20%,Dietary diversity score,NA,Score,2021,24_08_2021,07_10_2021,6.17,5.8,6.53
Upper middle,Americas,Ecuador,ECU,Fourth 20%,Dietary diversity score,NA,Score,2021,24_08_2021,07_10_2021,6.68,6.4,6.97
Upper middle,Americas,Ecuador,ECU,Richest 20%,Dietary diversity score,NA,Score,2021,24_08_2021,07_10_2021,6.94,6.69,7.2
Upper middle,Americas,Ecuador,ECU,All,NCD-Protect,NA,Score,2021,24_08_2021,07_10_2021,4.14,3.97,4.31
Upper middle,Americas,Ecuador,ECU,Poorest 20%,NCD-Protect,NA,Score,2021,24_08_2021,07_10_2021,3.97,3.48,4.46
Upper middle,Americas,Ecuador,ECU,Second 20%,NCD-Protect,NA,Score,2021,24_08_2021,07_10_2021,3.9,3.47,4.32
Upper middle,Americas,Ecuador,ECU,Middle 20%,NCD-Protect,NA,Score,2021,24_08_2021,07_10_2021,3.9,3.5,4.29
Upper middle,Americas,Ecuador,ECU,Fourth 20%,NCD-Protect,NA,Score,2021,24_08_2021,07_10_2021,4.28,3.96,4.59
Upper middle,Americas,Ecuador,ECU,Richest 20%,NCD-Protect,NA,Score,2021,24_08_2021,07_10_2021,4.65,4.34,4.97
Upper middle,Americas,Ecuador,ECU,All,NCD-Risk,NA,Score,2021,24_08_2021,07_10_2021,2.12,1.97,2.27
Upper middle,Americas,Ecuador,ECU,Poorest 20%,NCD-Risk,NA,Score,2021,24_08_2021,07_10_2021,1.88,1.51,2.25
Upper middle,Americas,Ecuador,ECU,Second 20%,NCD-Risk,NA,Score,2021,24_08_2021,07_10_2021,1.75,1.46,2.04
Upper middle,Americas,Ecuador,ECU,Middle 20%,NCD-Risk,NA,Score,2021,24_08_2021,07_10_2021,1.82,1.47,2.18
Upper middle,Americas,Ecuador,ECU,Fourth 20%,NCD-Risk,NA,Score,2021,24_08_2021,07_10_2021,2.43,2.12,2.75
Upper middle,Americas,Ecuador,ECU,Richest 20%,NCD-Risk,NA,Score,2021,24_08_2021,07_10_2021,2.69,2.39,2.99
Upper middle,Americas,Ecuador,ECU,All,GDR score,NA,Score,2021,24_08_2021,07_10_2021,11.02,10.84,11.21
Upper middle,Americas,Ecuador,ECU,Poorest 20%,GDR score,NA,Score,2021,24_08_2021,07_10_2021,11.09,10.52,11.66
Upper middle,Americas,Ecuador,ECU,Second 20%,GDR score,NA,Score,2021,24_08_2021,07_10_2021,11.15,10.75,11.54
Upper middle,Americas,Ecuador,ECU,Middle 20%,GDR score,NA,Score,2021,24_08_2021,07_10_2021,11.07,10.64,11.51
Upper middle,Americas,Ecuador,ECU,Fourth 20%,GDR score,NA,Score,2021,24_08_2021,07_10_2021,10.84,10.49,11.2
Upper middle,Americas,Ecuador,ECU,Richest 20%,GDR score,NA,Score,2021,24_08_2021,07_10_2021,10.96,10.63,11.3
Upper middle,Sub-Saharan Africa,Gabon,GAB,All,Dietary diversity score,NA,Score,2021,10_10_2021,31_10_2021,5.09,4.89,5.29
Upper middle,Sub-Saharan Africa,Gabon,GAB,Poorest 20%,Dietary diversity score,NA,Score,2021,10_10_2021,31_10_2021,4.82,4.29,5.36
Upper middle,Sub-Saharan Africa,Gabon,GAB,Second 20%,Dietary diversity score,NA,Score,2021,10_10_2021,31_10_2021,4.69,4.26,5.12
Upper middle,Sub-Saharan Africa,Gabon,GAB,Middle 20%,Dietary diversity score,NA,Score,2021,10_10_2021,31_10_2021,5.37,5.01,5.74
Upper middle,Sub-Saharan Africa,Gabon,GAB,Fourth 20%,Dietary diversity score,NA,Score,2021,10_10_2021,31_10_2021,5.35,4.9,5.79
Upper middle,Sub-Saharan Africa,Gabon,GAB,Richest 20%,Dietary diversity score,NA,Score,2021,10_10_2021,31_10_2021,5.22,4.84,5.6
Upper middle,Sub-Saharan Africa,Gabon,GAB,All,NCD-Protect,NA,Score,2021,10_10_2021,31_10_2021,2.82,2.64,3
Upper middle,Sub-Saharan Africa,Gabon,GAB,Poorest 20%,NCD-Protect,NA,Score,2021,10_10_2021,31_10_2021,2.74,2.22,3.26
