World_bank_income_group,Region,Country,ISO3,Subgroup,Indicator,DQQ,Year,Mean_prevalence,Lower_95_CI,Upper_95_CI
Lower middle,Americas,Bolivia,BOL,Female,NCD-Risk,NA,2021,2.37,2.11,2.64
Lower middle,Americas,Bolivia,BOL,Urban,NCD-Risk,NA,2021,2.84,2.61,3.06
Lower middle,Americas,Bolivia,BOL,Rural,NCD-Risk,NA,2021,2.48,2.16,2.8
Lower middle,Americas,Bolivia,BOL,All,GDR score,NA,2021,11.01,10.79,11.24
Lower middle,Americas,Bolivia,BOL,Male,GDR score,NA,2021,10.68,10.38,10.99
Lower middle,Americas,Bolivia,BOL,Female,GDR score,NA,2021,11.36,11.05,11.67
Lower middle,Americas,Bolivia,BOL,Urban,GDR score,NA,2021,10.86,10.6,11.13
Lower middle,Americas,Bolivia,BOL,Rural,GDR score,NA,2021,11.19,10.81,11.57
High,Americas,Chile,CHL,All,Food group diversity score,NA,2021,6.53,6.31,6.75
High,Americas,Chile,CHL,Male,Food group diversity score,NA,2021,6.54,6.24,6.83
High,Americas,Chile,CHL,Female,Food group diversity score,NA,2021,6.53,6.31,6.75
High,Americas,Chile,CHL,Urban,Food group diversity score,NA,2021,6.61,6.33,6.89
High,Americas,Chile,CHL,Rural,Food group diversity score,NA,2021,6.37,6.04,6.71
High,Americas,Chile,CHL,All,NCD-Protect,NA,2021,4.12,3.9,4.33
High,Americas,Chile,CHL,Male,NCD-Protect,NA,2021,3.99,3.69,4.28
High,Americas,Chile,CHL,Female,NCD-Protect,NA,2021,4.23,4.02,4.44
High,Americas,Chile,CHL,Urban,NCD-Protect,NA,2021,4.18,3.88,4.48
High,Americas,Chile,CHL,Rural,NCD-Protect,NA,2021,3.99,3.75,4.23
High,Americas,Chile,CHL,All,NCD-Risk,NA,2021,3.26,2.92,3.59
High,Americas,Chile,CHL,Male,NCD-Risk,NA,2021,3.74,3.34,4.14
High,Americas,Chile,CHL,Female,NCD-Risk,NA,2021,2.83,2.5,3.15
High,Americas,Chile,CHL,Urban,NCD-Risk,NA,2021,3.4,2.96,3.83
High,Americas,Chile,CHL,Rural,NCD-Risk,NA,2021,2.99,2.51,3.46
High,Americas,Chile,CHL,All,GDR score,NA,2021,9.86,9.61,10.11
High,Americas,Chile,CHL,Male,GDR score,NA,2021,9.25,8.91,9.58
High,Americas,Chile,CHL,Female,GDR score,NA,2021,10.41,10.13,10.68
High,Americas,Chile,CHL,Urban,GDR score,NA,2021,9.79,9.46,10.12
High,Americas,Chile,CHL,Rural,GDR score,NA,2021,10,9.62,10.38
Upper middle,Americas,Ecuador,ECU,All,Food group diversity score,NA,2021,6.38,6.21,6.54
Upper middle,Americas,Ecuador,ECU,Male,Food group diversity score,NA,2021,6.44,6.2,6.68
Upper middle,Americas,Ecuador,ECU,Female,Food group diversity score,NA,2021,6.32,6.09,6.54
Upper middle,Americas,Ecuador,ECU,Urban,Food group diversity score,NA,2021,6.68,6.47,6.89
Upper middle,Americas,Ecuador,ECU,Rural,Food group diversity score,NA,2021,6.21,5.99,6.44
Upper middle,Americas,Ecuador,ECU,All,NCD-Protect,NA,2021,4.14,3.97,4.31
Upper middle,Americas,Ecuador,ECU,Male,NCD-Protect,NA,2021,4.13,3.89,4.38
Upper middle,Americas,Ecuador,ECU,Female,NCD-Protect,NA,2021,4.14,3.9,4.39
Upper middle,Americas,Ecuador,ECU,Urban,NCD-Protect,NA,2021,4.29,4.06,4.52
Upper middle,Americas,Ecuador,ECU,Rural,NCD-Protect,NA,2021,4.05,3.81,4.28
Upper middle,Americas,Ecuador,ECU,All,NCD-Risk,NA,2021,2.12,1.97,2.27
Upper middle,Americas,Ecuador,ECU,Male,NCD-Risk,NA,2021,2.4,2.19,2.62
Upper middle,Americas,Ecuador,ECU,Female,NCD-Risk,NA,2021,1.83,1.63,2.03
Upper middle,Americas,Ecuador,ECU,Urban,NCD-Risk,NA,2021,2.29,2.07,2.5
Upper middle,Americas,Ecuador,ECU,Rural,NCD-Risk,NA,2021,2.04,1.84,2.24
Upper middle,Americas,Ecuador,ECU,All,GDR score,NA,2021,11.02,10.84,11.21
Upper middle,Americas,Ecuador,ECU,Male,GDR score,NA,2021,10.73,10.47,10.99
Upper middle,Americas,Ecuador,ECU,Female,GDR score,NA,2021,11.32,11.05,11.58
Upper middle,Americas,Ecuador,ECU,Urban,GDR score,NA,2021,11,10.73,11.27
Upper middle,Americas,Ecuador,ECU,Rural,GDR score,NA,2021,11.01,10.76,11.26
Upper middle,SSA,Gabon,GAB,All,Food group diversity score,NA,2021,5.09,4.89,5.29
Upper middle,SSA,Gabon,GAB,Male,Food group diversity score,NA,2021,5.24,4.95,5.53
Upper middle,SSA,Gabon,GAB,Female,Food group diversity score,NA,2021,4.94,4.67,5.2
Upper middle,SSA,Gabon,GAB,Urban,Food group diversity score,NA,2021,5.11,4.88,5.34
Upper middle,SSA,Gabon,GAB,Rural,Food group diversity score,NA,2021,5.06,4.7,5.42
Upper middle,SSA,Gabon,GAB,All,NCD-Protect,NA,2021,2.82,2.64,3
Upper middle,SSA,Gabon,GAB,Male,NCD-Protect,NA,2021,2.97,2.71,3.23
Upper middle,SSA,Gabon,GAB,Female,NCD-Protect,NA,2021,2.67,2.41,2.92
Upper middle,SSA,Gabon,GAB,Urban,NCD-Protect,NA,2021,2.83,2.62,3.05
Upper middle,SSA,Gabon,GAB,Rural,NCD-Protect,NA,2021,2.81,2.48,3.13
Upper middle,SSA,Gabon,GAB,All,NCD-Risk,NA,2021,2.2,2.04,2.36
Upper middle,SSA,Gabon,GAB,Male,NCD-Risk,NA,2021,2.15,1.94,2.36
Upper middle,SSA,Gabon,GAB,Female,NCD-Risk,NA,2021,2.26,2.02,2.5
Upper middle,SSA,Gabon,GAB,Urban,NCD-Risk,NA,2021,2.19,2,2.38
Upper middle,SSA,Gabon,GAB,Rural,NCD-Risk,NA,2021,2.22,1.94,2.5
Upper middle,SSA,Gabon,GAB,All,GDR score,NA,2021,9.62,9.42,9.81
Upper middle,SSA,Gabon,GAB,Male,GDR score,NA,2021,9.82,9.55,10.09
Upper middle,SSA,Gabon,GAB,Female,GDR score,NA,2021,9.4,9.12,9.69
Upper middle,SSA,Gabon,GAB,Urban,GDR score,NA,2021,9.64,9.37,9.91
Upper middle,SSA,Gabon,GAB,Rural,GDR score,NA,2021,9.59,9.29,9.88
Low,Asia Pacific,Nepal,NPL,All,Food group diversity score,NA,2021,5.17,4.98,5.35
Low,Asia Pacific,Nepal,NPL,Male,Food group diversity score,NA,2021,5.12,4.87,5.37
Low,Asia Pacific,Nepal,NPL,Female,Food group diversity score,NA,2021,5.21,5,5.42
Low,Asia Pacific,Nepal,NPL,Urban,Food group diversity score,NA,2021,5.57,5.16,5.99
Low,Asia Pacific,Nepal,NPL,Rural,Food group diversity score,NA,2021,5.08,4.89,5.28
Low,Asia Pacific,Nepal,NPL,All,NCD-Protect,NA,2021,3.57,3.39,3.75
Low,Asia Pacific,Nepal,NPL,Male,NCD-Protect,NA,2021,3.44,3.21,3.68
Low,Asia Pacific,Nepal,NPL,Female,NCD-Protect,NA,2021,3.68,3.46,3.9
Low,Asia Pacific,Nepal,NPL,Urban,NCD-Protect,NA,2021,3.72,3.35,4.1
Low,Asia Pacific,Nepal,NPL,Rural,NCD-Protect,NA,2021,3.54,3.34,3.74
Low,Asia Pacific,Nepal,NPL,All,NCD-Risk,NA,2021,1.61,1.46,1.77
Low,Asia Pacific,Nepal,NPL,Male,NCD-Risk,NA,2021,1.72,1.5,1.94
Low,Asia Pacific,Nepal,NPL,Female,NCD-Risk,NA,2021,1.52,1.33,1.7
Low,Asia Pacific,Nepal,NPL,Urban,NCD-Risk,NA,2021,1.98,1.57,2.39
Low,Asia Pacific,Nepal,NPL,Rural,NCD-Risk,NA,2021,1.54,1.37,1.7
Low,Asia Pacific,Nepal,NPL,All,GDR score,NA,2021,10.96,10.79,11.13
Low,Asia Pacific,Nepal,NPL,Male,GDR score,NA,2021,10.72,10.48,10.97
Low,Asia Pacific,Nepal,NPL,Female,GDR score,NA,2021,11.17,11,11.33
Low,Asia Pacific,Nepal,NPL,Urban,GDR score,NA,2021,10.74,10.45,11.03
Low,Asia Pacific,Nepal,NPL,Rural,GDR score,NA,2021,11,10.81,11.2
Lower middle,Americas,Nicaragua,NIC,All,Food group diversity score,NA,2021,5.88,5.71,6.04
Lower middle,Americas,Nicaragua,NIC,Male,Food group diversity score,NA,2021,5.93,5.66,6.2
Lower middle,Americas,Nicaragua,NIC,Female,Food group diversity score,NA,2021,5.83,5.61,6.04
Lower middle,Americas,Nicaragua,NIC,Urban,Food group diversity score,NA,2021,6.29,6.06,6.52
Lower middle,Americas,Nicaragua,NIC,Rural,Food group diversity score,NA,2021,5.71,5.5,5.92
Lower middle,Americas,Nicaragua,NIC,All,NCD-Protect,NA,2021,4.05,3.88,4.21
Lower middle,Americas,Nicaragua,NIC,Male,NCD-Protect,NA,2021,4.19,3.93,4.45
Lower middle,Americas,Nicaragua,NIC,Female,NCD-Protect,NA,2021,3.91,3.69,4.13
Lower middle,Americas,Nicaragua,NIC,Urban,NCD-Protect,NA,2021,4.3,4.04,4.56
Lower middle,Americas,Nicaragua,NIC,Rural,NCD-Protect,NA,2021,3.94,3.74,4.15
Lower middle,Americas,Nicaragua,NIC,All,NCD-Risk,NA,2021,2.82,2.64,3
Lower middle,Americas,Nicaragua,NIC,Male,NCD-Risk,NA,2021,2.81,2.57,3.05
Lower middle,Americas,Nicaragua,NIC,Female,NCD-Risk,NA,2021,2.83,2.58,3.07
Lower middle,Americas,Nicaragua,NIC,Urban,NCD-Risk,NA,2021,3.27,2.96,3.57
Lower middle,Americas,Nicaragua,NIC,Rural,NCD-Risk,NA,2021,2.64,2.41,2.86
Lower middle,Americas,Nicaragua,NIC,All,GDR score,NA,2021,10.23,10.02,10.44
Lower middle,Americas,Nicaragua,NIC,Male,GDR score,NA,2021,10.38,10.11,10.65
Lower middle,Americas,Nicaragua,NIC,Female,GDR score,NA,2021,10.1,9.83,10.36
Lower middle,Americas,Nicaragua,NIC,Urban,GDR score,NA,2021,10.03,9.69,10.36
Lower middle,Americas,Nicaragua,NIC,Rural,GDR score,NA,2021,10.32,10.05,10.58
Lower middle,Europe and Central Asia,Tajikistan,TJK,All,Food group diversity score,NA,2021,6.57,6.33,6.82
Lower middle,Europe and Central Asia,Tajikistan,TJK,Male,Food group diversity score,NA,2021,6.5,6.13,6.87
Lower middle,Europe and Central Asia,Tajikistan,TJK,Female,Food group diversity score,NA,2021,6.64,6.43,6.86
Lower middle,Europe and Central Asia,Tajikistan,TJK,Urban,Food group diversity score,NA,2021,6.35,5.64,7.07
Lower middle,Europe and Central Asia,Tajikistan,TJK,Rural,Food group diversity score,NA,2021,6.62,6.4,6.85
Lower middle,Europe and Central Asia,Tajikistan,TJK,All,NCD-Protect,NA,2021,4.16,3.96,4.36
Lower middle,Europe and Central Asia,Tajikistan,TJK,Male,NCD-Protect,NA,2021,4.08,3.8,4.37
Lower middle,Europe and Central Asia,Tajikistan,TJK,Female,NCD-Protect,NA,2021,4.23,4.03,4.43
Lower middle,Europe and Central Asia,Tajikistan,TJK,Urban,NCD-Protect,NA,2021,3.96,3.41,4.52
Lower middle,Europe and Central Asia,Tajikistan,TJK,Rural,NCD-Protect,NA,2021,4.2,4.02,4.39
Lower middle,Europe and Central Asia,Tajikistan,TJK,All,NCD-Risk,NA,2021,2.98,2.69,3.27
Lower middle,Europe and Central Asia,Tajikistan,TJK,Male,NCD-Risk,NA,2021,2.85,2.46,3.24
Lower middle,Europe and Central Asia,Tajikistan,TJK,Female,NCD-Risk,NA,2021,3.11,2.82,3.4
Lower middle,Europe and Central Asia,Tajikistan,TJK,Urban,NCD-Risk,NA,2021,3.91,3.19,4.63
Lower middle,Europe and Central Asia,Tajikistan,TJK,Rural,NCD-Risk,NA,2021,2.77,2.48,3.06
Lower middle,Europe and Central Asia,Tajikistan,TJK,All,GDR score,NA,2021,10.18,9.99,10.37
Lower middle,Europe and Central Asia,Tajikistan,TJK,Male,GDR score,NA,2021,10.24,9.93,10.54
Lower middle,Europe and Central Asia,Tajikistan,TJK,Female,GDR score,NA,2021,10.12,9.92,10.32
Lower middle,Europe and Central Asia,Tajikistan,TJK,Urban,GDR score,NA,2021,9.06,8.75,9.36
Lower middle,Europe and Central Asia,Tajikistan,TJK,Rural,GDR score,NA,2021,10.43,10.21,10.65
Lower middle,Middle East and North Africa,Egypt,EGY,All,Food group diversity score,NA,2021,5.88,5.73,6.03
Lower middle,Middle East and North Africa,Egypt,EGY,Male,Food group diversity score,NA,2021,5.97,5.79,6.14
Lower middle,Middle East and North Africa,Egypt,EGY,Female,Food group diversity score,NA,2021,5.79,5.56,6.02
Lower middle,Middle East and North Africa,Egypt,EGY,Urban,Food group diversity score,NA,2021,5.77,5.49,6.04
Lower middle,Middle East and North Africa,Egypt,EGY,Rural,Food group diversity score,NA,2021,5.98,5.79,6.16
Lower middle,Middle East and North Africa,Egypt,EGY,All,NCD-Protect,NA,2021,3.06,2.94,3.17
Lower middle,Middle East and North Africa,Egypt,EGY,Male,NCD-Protect,NA,2021,3.1,2.97,3.24
Lower middle,Middle East and North Africa,Egypt,EGY,Female,NCD-Protect,NA,2021,3,2.82,3.19
Lower middle,Middle East and North Africa,Egypt,EGY,Urban,NCD-Protect,NA,2021,3.06,2.85,3.27
Lower middle,Middle East and North Africa,Egypt,EGY,Rural,NCD-Protect,NA,2021,3.05,2.9,3.2
Lower middle,Middle East and North Africa,Egypt,EGY,All,NCD-Risk,NA,2021,1.6,1.46,1.74
Lower middle,Middle East and North Africa,Egypt,EGY,Male,NCD-Risk,NA,2021,1.63,1.44,1.82
Lower middle,Middle East and North Africa,Egypt,EGY,Female,NCD-Risk,NA,2021,1.57,1.39,1.75
Lower middle,Middle East and North Africa,Egypt,EGY,Urban,NCD-Risk,NA,2021,1.86,1.65,2.06
Lower middle,Middle East and North Africa,Egypt,EGY,Rural,NCD-Risk,NA,2021,1.38,1.2,1.56
Lower middle,Middle East and North Africa,Egypt,EGY,All,GDR score,NA,2021,10.45,10.31,10.6
Lower middle,Middle East and North Africa,Egypt,EGY,Male,GDR score,NA,2021,10.47,10.28,10.67
Lower middle,Middle East and North Africa,Egypt,EGY,Female,GDR score,NA,2021,10.43,10.24,10.62
Lower middle,Middle East and North Africa,Egypt,EGY,Urban,GDR score,NA,2021,10.2,10.02,10.39
Lower middle,Middle East and North Africa,Egypt,EGY,Rural,GDR score,NA,2021,10.67,10.47,10.86
Lower middle,SSA,Nigeria,NGA,All,Food group diversity score,NA,2021,4.53,4.32,4.74
Lower middle,SSA,Nigeria,NGA,Male,Food group diversity score,NA,2021,4.53,4.25,4.8
Lower middle,SSA,Nigeria,NGA,Female,Food group diversity score,NA,2021,4.53,4.28,4.77
Lower middle,SSA,Nigeria,NGA,Urban,Food group diversity score,NA,2021,5.27,4.92,5.62
Lower middle,SSA,Nigeria,NGA,Rural,Food group diversity score,NA,2021,4.28,4.03,4.53
Lower middle,SSA,Nigeria,NGA,All,NCD-Protect,NA,2021,2.71,2.52,2.9
Lower middle,SSA,Nigeria,NGA,Male,NCD-Protect,NA,2021,2.67,2.41,2.92
Lower middle,SSA,Nigeria,NGA,Female,NCD-Protect,NA,2021,2.75,2.51,2.98
Lower middle,SSA,Nigeria,NGA,Urban,NCD-Protect,NA,2021,3.21,2.86,3.56
Lower middle,SSA,Nigeria,NGA,Rural,NCD-Protect,NA,2021,2.54,2.31,2.76
Lower middle,SSA,Nigeria,NGA,All,NCD-Risk,NA,2021,2.01,1.8,2.21
Lower middle,SSA,Nigeria,NGA,Male,NCD-Risk,NA,2021,2.03,1.79,2.27
Lower middle,SSA,Nigeria,NGA,Female,NCD-Risk,NA,2021,1.98,1.73,2.24
Lower middle,SSA,Nigeria,NGA,Urban,NCD-Risk,NA,2021,2.45,2.08,2.82
Lower middle,SSA,Nigeria,NGA,Rural,NCD-Risk,NA,2021,1.86,1.61,2.11
Lower middle,SSA,Nigeria,NGA,All,GDR score,NA,2021,9.7,9.49,9.91
Lower middle,SSA,Nigeria,NGA,Male,GDR score,NA,2021,9.64,9.34,9.94
Lower middle,SSA,Nigeria,NGA,Female,GDR score,NA,2021,9.76,9.52,10.01
Lower middle,SSA,Nigeria,NGA,Urban,GDR score,NA,2021,9.76,9.32,10.2
Lower middle,SSA,Nigeria,NGA,Rural,GDR score,NA,2021,9.68,9.46,9.9
Lower middle,SSA,Kenya,KEN,All,Food group diversity score,NA,2021,5.6,5.4,5.8
Lower middle,SSA,Kenya,KEN,Male,Food group diversity score,NA,2021,5.65,5.42,5.87
Lower middle,SSA,Kenya,KEN,Female,Food group diversity score,NA,2021,5.56,5.29,5.82
Lower middle,SSA,Kenya,KEN,Urban,Food group diversity score,NA,2021,5.54,5.15,5.93
Lower middle,SSA,Kenya,KEN,Rural,Food group diversity score,NA,2021,5.61,5.39,5.83
Lower middle,SSA,Kenya,KEN,All,NCD-Protect,NA,2021,3.99,3.79,4.18
Lower middle,SSA,Kenya,KEN,Male,NCD-Protect,NA,2021,3.97,3.73,4.2
Lower middle,SSA,Kenya,KEN,Female,NCD-Protect,NA,2021,4,3.75,4.26
Lower middle,SSA,Kenya,KEN,Urban,NCD-Protect,NA,2021,3.92,3.57,4.27
Lower middle,SSA,Kenya,KEN,Rural,NCD-Protect,NA,2021,4,3.77,4.22
Lower middle,SSA,Kenya,KEN,All,NCD-Risk,NA,2021,1.58,1.41,1.74
Lower middle,SSA,Kenya,KEN,Male,NCD-Risk,NA,2021,1.63,1.44,1.82
Lower middle,SSA,Kenya,KEN,Female,NCD-Risk,NA,2021,1.53,1.31,1.74
Lower middle,SSA,Kenya,KEN,Urban,NCD-Risk,NA,2021,1.95,1.48,2.41
Lower middle,SSA,Kenya,KEN,Rural,NCD-Risk,NA,2021,1.52,1.35,1.69
Lower middle,SSA,Kenya,KEN,All,GDR score,NA,2021,11.41,11.22,11.6
Lower middle,SSA,Kenya,KEN,Male,GDR score,NA,2021,11.34,11.11,11.56
Lower middle,SSA,Kenya,KEN,Female,GDR score,NA,2021,11.48,11.25,11.71
Lower middle,SSA,Kenya,KEN,Urban,GDR score,NA,2021,10.97,10.62,11.32
Lower middle,SSA,Kenya,KEN,Rural,GDR score,NA,2021,11.47,11.27,11.68
Lower middle,SSA,Tanzania,TZA,All,Food group diversity score,NA,2021,4.14,3.95,4.32
Lower middle,SSA,Tanzania,TZA,Male,Food group diversity score,NA,2021,4.21,3.93,4.48
Lower middle,SSA,Tanzania,TZA,Female,Food group diversity score,NA,2021,4.07,3.87,4.27
Lower middle,SSA,Tanzania,TZA,Urban,Food group diversity score,NA,2021,4.18,3.73,4.62
Lower middle,SSA,Tanzania,TZA,Rural,Food group diversity score,NA,2021,4.13,3.92,4.33
Lower middle,SSA,Tanzania,TZA,All,NCD-Protect,NA,2021,2.88,2.7,3.06
Lower middle,SSA,Tanzania,TZA,Male,NCD-Protect,NA,2021,2.93,2.67,3.19
Lower middle,SSA,Tanzania,TZA,Female,NCD-Protect,NA,2021,2.84,2.63,3.04
Lower middle,SSA,Tanzania,TZA,Urban,NCD-Protect,NA,2021,3.03,2.6,3.46
Lower middle,SSA,Tanzania,TZA,Rural,NCD-Protect,NA,2021,2.84,2.64,3.03
Lower middle,SSA,Tanzania,TZA,All,NCD-Risk,NA,2021,0.96,0.86,1.05
Lower middle,SSA,Tanzania,TZA,Male,NCD-Risk,NA,2021,1.07,0.92,1.22
Lower middle,SSA,Tanzania,TZA,Female,NCD-Risk,NA,2021,0.85,0.74,0.95
Lower middle,SSA,Tanzania,TZA,Urban,NCD-Risk,NA,2021,1.12,0.9,1.33
Lower middle,SSA,Tanzania,TZA,Rural,NCD-Risk,NA,2021,0.91,0.8,1.01
Lower middle,SSA,Tanzania,TZA,All,GDR score,NA,2021,10.93,10.76,11.09
Lower middle,SSA,Tanzania,TZA,Male,GDR score,NA,2021,10.86,10.62,11.09
Lower middle,SSA,Tanzania,TZA,Female,GDR score,NA,2021,10.99,10.79,11.19
Lower middle,SSA,Tanzania,TZA,Urban,GDR score,NA,2021,10.91,10.52,11.31
Lower middle,SSA,Tanzania,TZA,Rural,GDR score,NA,2021,10.93,10.75,11.11
Lower middle,SSA,Ghana,GHA,All,Food group diversity score,NA,2021,4.5,4.32,4.68
Lower middle,SSA,Ghana,GHA,Male,Food group diversity score,NA,2021,4.64,4.39,4.89
Lower middle,SSA,Ghana,GHA,Female,Food group diversity score,NA,2021,4.36,4.15,4.57
Lower middle,SSA,Ghana,GHA,Urban,Food group diversity score,NA,2021,4.82,4.51,5.13
Lower middle,SSA,Ghana,GHA,Rural,Food group diversity score,NA,2021,4.31,4.11,4.51
Lower middle,SSA,Ghana,GHA,All,NCD-Protect,NA,2021,2.95,2.79,3.1
Lower middle,SSA,Ghana,GHA,Male,NCD-Protect,NA,2021,3.05,2.85,3.25
Lower middle,SSA,Ghana,GHA,Female,NCD-Protect,NA,2021,2.84,2.64,3.05
Lower middle,SSA,Ghana,GHA,Urban,NCD-Protect,NA,2021,3.07,2.79,3.35
Lower middle,SSA,Ghana,GHA,Rural,NCD-Protect,NA,2021,2.87,2.7,3.05
Lower middle,SSA,Ghana,GHA,All,NCD-Risk,NA,2021,1.45,1.28,1.61
Lower middle,SSA,Ghana,GHA,Male,NCD-Risk,NA,2021,1.62,1.4,1.83
Lower middle,SSA,Ghana,GHA,Female,NCD-Risk,NA,2021,1.29,1.11,1.46
Lower middle,SSA,Ghana,GHA,Urban,NCD-Risk,NA,2021,2.01,1.77,2.25
Lower middle,SSA,Ghana,GHA,Rural,NCD-Risk,NA,2021,1.12,0.92,1.32
Lower middle,SSA,Ghana,GHA,All,GDR score,NA,2021,10.5,10.32,10.68
Lower middle,SSA,Ghana,GHA,Male,GDR score,NA,2021,10.44,10.21,10.66
Lower middle,SSA,Ghana,GHA,Female,GDR score,NA,2021,10.56,10.34,10.78
Lower middle,SSA,Ghana,GHA,Urban,GDR score,NA,2021,10.07,9.79,10.34
Lower middle,SSA,Ghana,GHA,Rural,GDR score,NA,2021,10.75,10.55,10.96
Low,SSA,Uganda,UGA,All,Food group diversity score,NA,2021,4.97,4.77,5.18
Low,SSA,Uganda,UGA,Male,Food group diversity score,NA,2021,5.01,4.73,5.28
Low,SSA,Uganda,UGA,Female,Food group diversity score,NA,2021,4.94,4.69,5.19
Low,SSA,Uganda,UGA,Urban,Food group diversity score,NA,2021,4.91,4.44,5.39
Low,SSA,Uganda,UGA,Rural,Food group diversity score,NA,2021,4.98,4.76,5.2
Low,SSA,Uganda,UGA,All,NCD-Protect,NA,2021,3.63,3.44,3.82
Low,SSA,Uganda,UGA,Male,NCD-Protect,NA,2021,3.62,3.36,3.88
Low,SSA,Uganda,UGA,Female,NCD-Protect,NA,2021,3.64,3.41,3.86
Low,SSA,Uganda,UGA,Urban,NCD-Protect,NA,2021,3.23,2.86,3.61
Low,SSA,Uganda,UGA,Rural,NCD-Protect,NA,2021,3.69,3.48,3.9
Low,SSA,Uganda,UGA,All,NCD-Risk,NA,2021,1.33,1.2,1.46
Low,SSA,Uganda,UGA,Male,NCD-Risk,NA,2021,1.43,1.26,1.6
Low,SSA,Uganda,UGA,Female,NCD-Risk,NA,2021,1.25,1.09,1.41
Low,SSA,Uganda,UGA,Urban,NCD-Risk,NA,2021,1.84,1.42,2.25
Low,SSA,Uganda,UGA,Rural,NCD-Risk,NA,2021,1.26,1.12,1.39
Low,SSA,Uganda,UGA,All,GDR score,NA,2021,11.29,11.11,11.47
Low,SSA,Uganda,UGA,Male,GDR score,NA,2021,11.18,10.92,11.45
Low,SSA,Uganda,UGA,Female,GDR score,NA,2021,11.39,11.19,11.59
Low,SSA,Uganda,UGA,Urban,GDR score,NA,2021,10.4,9.98,10.82
Low,SSA,Uganda,UGA,Rural,GDR score,NA,2021,11.43,11.24,11.62
Lower middle,SSA,Benin,BEN,All,Food group diversity score,NA,2021,4.4,4.24,4.57
Lower middle,SSA,Benin,BEN,Male,Food group diversity score,NA,2021,4.55,4.32,4.78
Lower middle,SSA,Benin,BEN,Female,Food group diversity score,NA,2021,4.27,4.07,4.47
Lower middle,SSA,Benin,BEN,Urban,Food group diversity score,NA,2021,4.31,3.77,4.85
Lower middle,SSA,Benin,BEN,Rural,Food group diversity score,NA,2021,4.42,4.25,4.59
Lower middle,SSA,Benin,BEN,All,NCD-Protect,NA,2021,2.88,2.71,3.05
Lower middle,SSA,Benin,BEN,Male,NCD-Protect,NA,2021,3.02,2.83,3.22
Lower middle,SSA,Benin,BEN,Female,NCD-Protect,NA,2021,2.74,2.53,2.95
Lower middle,SSA,Benin,BEN,Urban,NCD-Protect,NA,2021,2.51,1.97,3.06
Lower middle,SSA,Benin,BEN,Rural,NCD-Protect,NA,2021,2.93,2.76,3.11
Lower middle,SSA,Benin,BEN,All,NCD-Risk,NA,2021,1.24,1.09,1.39
Lower middle,SSA,Benin,BEN,Male,NCD-Risk,NA,2021,1.4,1.2,1.59
Lower middle,SSA,Benin,BEN,Female,NCD-Risk,NA,2021,1.09,0.93,1.25
Lower middle,SSA,Benin,BEN,Urban,NCD-Risk,NA,2021,1.05,0.73,1.36
Lower middle,SSA,Benin,BEN,Rural,NCD-Risk,NA,2021,1.27,1.11,1.43
Lower middle,SSA,Benin,BEN,All,GDR score,NA,2021,10.64,10.49,10.78
Lower middle,SSA,Benin,BEN,Male,GDR score,NA,2021,10.63,10.43,10.82
Lower middle,SSA,Benin,BEN,Female,GDR score,NA,2021,10.65,10.49,10.81
Lower middle,SSA,Benin,BEN,Urban,GDR score,NA,2021,10.47,10.11,10.82
Lower middle,SSA,Benin,BEN,Rural,GDR score,NA,2021,10.66,10.5,10.83
Upper middle,SSA,South Africa,ZAF,All,Food group diversity score,NA,2021,5.51,5.28,5.75
Upper middle,SSA,South Africa,ZAF,Male,Food group diversity score,NA,2021,5.5,5.21,5.79
Upper middle,SSA,South Africa,ZAF,Female,Food group diversity score,NA,2021,5.52,5.24,5.81
Upper middle,SSA,South Africa,ZAF,Urban,Food group diversity score,NA,2021,5.7,5.38,6.01
Upper middle,SSA,South Africa,ZAF,Rural,Food group diversity score,NA,2021,5.38,5.08,5.68
Upper middle,SSA,South Africa,ZAF,All,NCD-Protect,NA,2021,3.28,3.07,3.5
Upper middle,SSA,South Africa,ZAF,Male,NCD-Protect,NA,2021,3.31,3.04,3.58
Upper middle,SSA,South Africa,ZAF,Female,NCD-Protect,NA,2021,3.26,3.02,3.5
Upper middle,SSA,South Africa,ZAF,Urban,NCD-Protect,NA,2021,3.48,3.2,3.76
Upper middle,SSA,South Africa,ZAF,Rural,NCD-Protect,NA,2021,3.14,2.87,3.42
Upper middle,SSA,South Africa,ZAF,All,NCD-Risk,NA,2021,3.24,2.97,3.51
Upper middle,SSA,South Africa,ZAF,Male,NCD-Risk,NA,2021,3.23,2.89,3.57
Upper middle,SSA,South Africa,ZAF,Female,NCD-Risk,NA,2021,3.25,2.95,3.54
Upper middle,SSA,South Africa,ZAF,Urban,NCD-Risk,NA,2021,3.41,3.02,3.8
Upper middle,SSA,South Africa,ZAF,Rural,NCD-Risk,NA,2021,3.11,2.77,3.46
Upper middle,SSA,South Africa,ZAF,All,GDR score,NA,2021,9.05,8.84,9.26
Upper middle,SSA,South Africa,ZAF,Male,GDR score,NA,2021,9.09,8.81,9.37
Upper middle,SSA,South Africa,ZAF,Female,GDR score,NA,2021,9.02,8.76,9.28
Upper middle,SSA,South Africa,ZAF,Urban,GDR score,NA,2021,9.07,8.8,9.35
Upper middle,SSA,South Africa,ZAF,Rural,GDR score,NA,2021,9.04,8.74,9.33
